methods,Test Overall AUC,Test auc-group_0,Test auc-group_1,Test Overall Acc,Test acc-group_0,Test acc-group_1,Test DP,Test EqOpp1,Test EqOpp0,Test EqOdd,Test Overall FPR,Test Overall FNR,Test FPR-group_0,Test FPR-group_1,Test FNR-group_0,Test FNR-group_1
baseline,4.5,5.0,2.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,4.0,9.0,5.0,4.0,9.0,8.0
resampling,6.0,6.0,5.0,7.0,9.0,5.0,7.0,7.0,1.0,2.0,3.0,8.0,1.0,5.0,8.0,6.0
DomainInd,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,8.0,4.0,7.0,7.0,5.0,4.0
LAFTR,4.5,3.0,6.0,2.0,4.0,2.0,6.0,6.0,3.0,4.0,7.0,5.0,6.0,8.0,6.0,5.0
CFair,2.0,2.0,1.0,4.0,2.0,7.0,1.0,1.0,9.0,7.0,5.0,6.0,8.0,1.0,1.0,9.0
LNL,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,1.5,2.0,3.5,2.0,3.0,3.0
EnD,8.0,7.0,8.0,5.0,6.0,4.0,9.0,9.0,7.0,8.0,6.0,3.0,2.0,6.0,7.0,1.0
ODR,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,9.0,1.0,9.0,9.0,2.0,2.0
GroupDRO,7.0,8.0,7.0,8.0,7.0,8.0,2.0,2.0,4.0,3.0,1.5,7.0,3.5,3.0,4.0,7.0
